track,album-name,artist,release-date,isrc,all-time-rank,track-score,spotify-streams,spotify-playlist-count,spotify-playlist-reach,spotify-popularity,youtube-views,youtube-likes,tiktok-posts,tiktok-likes,tiktok-views,youtube-playlist-reach,apple-music-playlist-count,airplay-spins,siriusxm-spins,deezer-playlist-count,deezer-playlist-reach,amazon-playlist-count,pandora-streams,pandora-track-stations,soundcloud-streams,shazam-counts,tidal-popularity,explicit-track
"Non, je ne regrette rien",Edith Piaf Essentials : The Greatest Hits of the Most Popular French Singer,ýýdith Piaf,5/7/2024,FR6F32336520,"3,433",23.3,"168,750,749",1,1,19,,,,,,,,,,,,,,,,,,0
Montagem - Pr Funk,Montagem - Pr Funk - Single,BARATO NATION,12/27/2023,IEWNY2348674,"3,867",23.2,"332,936,854",6,22,,,,,,,,,,,,,,,,,,,0
Tunnel Vision,Tunnel Vision,Kodak Black,2/17/2017,USAT21700379,"3,477",23.2,"654,828,389","139,540","20,919,688",68,"97,450,066","884,775","122,425","10,413,135","86,649,600","949,109",75,"7,257",15,19,"55,211",9,"312,321,561","209,828",,"3,010,996",,1
White Tee (with NO1-NOAH),Life On Earth - EP,Summer Walker,7/10/2020,USUM72013570,"3,474",23.2,"277,094,824","75,966","16,182,804",63,"118,824,965","1,513,533","299,390","71,831,644","537,618,525","86,473,375",18,868,36,10,"50,742",,"8,138,349","14,923","13,393,881","3,474,234",,1
ýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýý,ýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýý - Single,TaitosmitH,3/26/2024,THG012400089,"3,462",23.2,"2,759,335",248,"177,260",,"40,796,081","268,043",,,,,4,55,,,,,,,,"17,660",,0
I'm Not The Only One,I'm Not The Only One,Sam Smith,9/11/2014,GBUM71404663,"3,458",23.2,"93,040,974","10,520","1,711,940",16,"1,663,836,563","6,794,854",,,,"1,467,134,947",4,"82,591",,6,434,,"68,684,032","22,433",,,,0
ýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýý,ýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýý,ýýýýýýýýý ýýýýýýýýýýýýýýýýýýýýý,10/5/2023,THSOH2308099,"3,455",23.2,"3,872",5,3,,,,"917,800","4,413,567","135,542,729",,,,,,,,,,,146,,0
La Llevo Al Cielo (Ft. ï¿½ï¿½engo F,La Llevo Al Cielo (Ft. ï¿½ï¿½engo F,Chris Jedi,5/20/2022,USUM72201829,"3,471",23.2,"411,006,233","63,319","20,006,639",67,"6,186,421","60,126",,,,,29,"19,221",60,12,"1,978,603",21,"18,018,765","2,734",,"1,029,664",,1
Too Easy,Too Easy,Gunna,9/24/2021,QMCE32100757,"3,452",23.2,"133,039,977","69,577","7,803,085",54,"21,842,375","250,732","33,573","29,171,201","241,202,185","27,878,588",17,"19,365",401,3,"7,731",9,"15,478,634","3,139","13,914,231","216,542",,1
Walking On A Dream,Walking On A Dream,Empire Of The Sun,1/1/2008,AUEI10800039,"3,476",23.2,"923,637,058","248,136","72,561,268",74,"326,484,288","2,513,872","729,463","158,541,861","1,346,152,082","31,766,857",180,"62,766",111,88,"480,807",62,"366,981,662","229,532",,"9,554,869",,0
Take Two,Take Two,BTS,6/9/2023,USA2P2323050,"3,461",23.2,"259,288,333","9,472","17,478,821",69,"40,948,018","2,324,228","432,500","93,022,348","503,776,050",,36,"10,787",4,9,"91,422",18,"1,416,625",486,,"320,367",,0
Water (Remix),Water (Remix) - Single,Tyla,11/17/2023,USSM12308549,"3,473",23.2,"51,588,608","14,616","7,031,379",,,,"28,200","1,366,281","18,843,138",,28,"23,379",,11,"41,131",12,"2,832,393","1,084","346,063","274,717",,0
You Know You Like It,You Know You Like It,DJ Snake,10/14/2014,USUM71414293,"3,465",23.2,"506,083,686","88,997","19,591,325",65,"191,257,884","1,917,299","22,248","8,081,963","53,859,932","17,749,865",105,"20,173",45,38,"196,761",16,"359,711,385","126,499","51,994,371","14,034,296",,0
Bom Diggy,Bom Diggy - Single,Zack Knight,8/24/2017,QM6P41715585,"3,464",23.2,"55,362,558","9,861","2,598,056",46,"1,292,844,409","5,695,565","75,620","3,354,781","45,939,694","158,638,266",3,495,,1,861,,,,,"480,815",,0
Mati-Matian,Mati-Matian - Single,Mahalini,3/29/2024,QZZNV2400046,"3,472",23.2,"52,510,463",992,"9,607,115",76,"27,329,009","200,501",,,,,9,746,,,,,,,,"12,270",,0
Live Another Day,Phonkageddon,Kordhell,8/27/2021,QZMEM2171029,"3,470",23.2,"283,108,875","69,176","20,246,527",66,"147,447,678","1,916,013","115,000","93,038,797","1,067,856,594","56,188",14,1,,3,"91,280",1,"2,893,729","1,198",,"1,365,064",,1
Ana Ghaltan,Cigara,Bahaa Sultan,12/27/2021,EGA092200106,"3,468",23.2,"8,316,794","1,342","217,990",47,,,173,"15,714","307,818",,,631,,1,"2,094",,,,"46,825,425","8,447",,0
Sexo Virtual,VICE VERSA,Rauw Alejandro,6/25/2021,USSD12100294,"3,460",23.2,"293,361,823","61,096","10,057,845",66,"141,862,016","1,051,171","678,500","156,741,590","1,336,043,098","8,383,884",58,"1,054",,10,"582,123",2,"7,467,616","1,862",,"717,742",,1
"Nï¿½ï¿½o, Nï¿½",Piseiro Sofrï¿½ï¿½,Mari Fernandez,4/29/2021,BCFWR2100002,"3,469",23.2,"158,404,124","19,033","5,413,126",51,"156,298,379","1,025,633","2,418,608","89,218,584","927,182,106","218,620,029",32,"5,312",,27,"134,250",4,"1,380",4,"27,099",,,0
ýý ýýýýýýýý ýýýýýýýýýý,ýý ýýýýýýýý ýýýýýýýýýý,Moreart,12/4/2020,FR26V2072992,"3,475",23.2,"60,358,583","32,582","1,788,403",50,"43,371,351","749,082","3,001,121","650,159,397","8,680,132,146","994,101",4,340,,,,3,"2,287,886","1,511",,"3,413,948",,1
Chasin' You,If I Know Me,Morgan Wallen,4/27/2018,QZ22S1800006,"3,466",23.2,"609,984,789","66,397","14,589,013",74,"255,780,709","1,101,498","91,600","18,502,723","142,412,314","400,499,073",43,"162,999",8,4,"3,383",12,"231,456,245","81,165",,"1,494,580",,0
Ali Cabbar,Parti ï¿½ï¿½,Emir Can ï¿½ï¿½ï,6/2/2023,TRAUR2300024,"3,467",23.2,"63,442,980","10,414","1,765,706",58,"127,252,829","552,569","84,400","3,171,710","108,671,025","4,788,783",7,"4,502",,,,,,,,"224,773",,0
Clouds,Clouds - Single,BUNT.,1/12/2023,QZTBB2202743,"3,459",23.2,"149,986,283","48,038","50,298,372",63,"9,500,978","157,127",369,"686,653","13,195,696","5,469,007",31,"11,060",185,40,"658,774",11,"2,277,841",391,,"668,816",,0
Let Your Boys Be Country,Let Your Boys Be Country,Jason Aldean,8/25/2023,QMRSZ2301462,"3,456",23.2,"21,485,335","4,032","1,727,967",1,"5,878,965","68,296","7,812","786,980","9,858,141","151,380,225",9,"85,293",8,,,11,"28,859,182","1,470","242,451","92,321",,0
Spin You Around (1/24),Spin You Around (1/24),Morgan Wallen,1/26/2024,USUG12400786,"3,453",23.2,"77,564,567","7,109","6,908,240",,,,,,,,23,"4,805",,8,"1,666,518",15,"18,934,813","5,191","156,552","115,609",,0
Solo Me Dejaste,Solo Me Dejaste,Grupo Marca Registrada,7/8/2022,USDXS2202170,"3,454",23.2,"175,374,235","19,506","8,147,122",66,"236,220,298","1,251,377","32,800","18,078,777","146,435,027",,4,104,,,,,"12,750,592","2,203",,"460,868",,0
Like I'm Gonna Lose You (feat. John Legend),Title (Deluxe),Meghan Trainor,1/9/2015,USSM11408374,"3,457",23.2,"1,060,255,231","88,246","45,330,466",71,"950,074,212","5,331,921","639,780","19,939,783","196,304,893","200,462,207",117,"54,682",32,183,"224,787",23,,,,"8,460,234",,0
"Don't Give Up On Me - (From ""Five Feet Apart"")","Don't Give Up On Me (From ""Five Feet Apart"")",Andy Grammer,2/13/2019,QMRSZ1802908,"3,463",23.2,"509,011,250","72,182","9,700,882",67,"220,773,540","2,241,242","195,726","94,397,647","685,543,612","40,401,043",31,"9,535",,2,"16,182",1,"127,404,246","79,212","12,271,237","3,377,256",,0
Jingle Bell Rock,"Essential Classics, Vol. 141: Bobby Helms",Bobby Helms,11/3/2023,ES31E2304202,"3,478",23.1,"964,357,785",2,"21,523",,,,,,,,,,,,,,,,,,,0
Talk Dirty (feat. 2 Chainz),VTM Kzoom Hits Best Of 2013,Jason Derulo,1/1/2013,USWB11302648,"3,489",23.1,"718,634,962","116,033","31,380,421",65,"88,651,556","872,188","220,691","63,662,766","429,272,415","30,042,463",64,"49,011",625,42,"160,808",11,"524,355,500","700,893",,"14,696,611",,1
Nail Tech,Nail Tech,Jack Harlow,2/18/2022,USAT22200223,"3,497",23.1,"224,376,030","65,837","16,010,323",56,"67,524,036","880,646","28,152","15,485,348","205,572,867","491,741,705",28,"28,104",103,17,"45,115",9,"10,975,482","3,861",,"581,658",,1
Lahore,Kultural Inkursions,Guru Randhawa,7/27/2018,TCADS1892866,"3,496",23.1,"77,999",96,"7,682",,"1,174,983,850","6,804,449",,433,"6,457","166,548,749",,,,,,,,,,,,0
The Summoning,The Summoning - Single,Sleep Token,1/6/2023,GBUM72200352,"3,484",23.1,"135,976,140","41,454","4,335,379",69,"37,952,419","465,940","3,074","1,344,946","14,785,534","6,852,259",22,"3,782",3,1,"1,382",2,"2,998,363","3,325","861,468","390,413",,0
Feel It Still,Woodstock,Portugal. The Man,6/15/2017,USAT21700438,"3,492",23.1,"1,303,018,999",239,"18,020",26,,,,,,,309,,,,,4,"677,785,992","228,376",,"21,207,408",,0
TROLLZ (with Nicki Minaj),TROLLZ (with Nicki Minaj),6ix9ine,6/12/2020,QZA742002508,"3,481",23.1,"169,376,113","37,282","5,544,584",2,"485,978,356","7,474,199","481,594","84,039,891","728,033,853","309,404,629",12,"5,773",,5,"22,966",,"4,875,023","8,123",,"1,192,023",,1
Cover Me Up,Cover Me Up,Morgan Wallen,4/5/2019,QZ22S1800057,"3,499",23.1,"457,252,350","58,811","6,992,809",70,"284,333,103","1,250,573","152,118","25,018,657","226,942,604","162,713,583",14,946,,2,"3,288",7,"189,236,636","95,208","5,855,288","821,584",,0
Un Verano Sin Ti,Un Verano Sin Ti,Bad Bunny,5/6/2022,QM6MZ2214895,"3,495",23.1,"360,149,048","49,439","8,856,237",69,"94,595,491","955,663","32,000","21,771,827","154,135,701","31,810,445",11,681,,,,2,"14,011,928","17,893",,"290,721",,0
Mi Morenita,Mi Morenita - Single,Grupo Marca Registrada,5/24/2024,USA2P2432334,"3,494",23.1,"8,104,357",456,"36,732,009",68,"9,180,171","67,291",,,,,3,,,1,"33,919",,,,,"23,137",,0
Get A Guitar,Get A Guitar,RIIZE,9/4/2023,KRA302300278,"3,485",23.1,"67,887,030","5,721","6,337,730",,"106,807,094","1,208,052","32,698","61,647,208","430,468,374","617,159,135",7,"1,289",,3,"229,974",10,"49,008",152,,"170,700",,0
Heat,Heat (feat. Gunna),Gunna,6/20/2019,USRC11901581,"3,486",23.1,"174,090,982","34,958","4,874,126",55,"353,442,033","2,306,325","47,184","2,178,301","26,278,533","58,837,438",31,"117,118",1,9,"76,742",12,"227,151,889","70,080",,"2,095,650",,1
Birds In The Sky,Birds In The Sky - Single,New Era,12/8/2023,GBAHT2301496,"3,480",23.1,"21,664,308","2,953","13,358,420",,,,,,,,22,"7,422",,14,"2,501,861",31,,,"7,548,568","126,086",,0
I Was Never There,"My Dear Melancholy,",The Weeknd,3/29/2018,USUG11800570,"3,488",23.1,"995,463,505","139,596","44,549,966",78,"283,348,553","3,003,483","32,188","23,839,570","175,752,903","4,107,073",28,283,,20,"255,988",,"18,564,718","7,254",,"3,364,449",,0
How You Feel (Ft. Leven Kali),How You Feel (Ft. Leven Kali),ANOTR,4/19/2024,USZXT2454115,"3,490",23.1,"9,591,249","4,565","35,057,668",,"339,265","6,058",,,,,16,"3,654",3,19,"345,819",36,"4,695",19,"226,016","80,244",,0
Hang Tight Honey,Hang Tight Honey,Lainey Wilson,5/13/2024,QMRSZ2400819,"3,482",23.1,"2,378,738",544,"2,536,543",,"261,611","5,555",,,,,12,"11,504",3,2,"251,953",37,"2,043,207",278,,"31,828",,0
Bar,Bar,TINI,11/11/2021,USHR12142718,"3,487",23.1,"231,155,441","33,491","8,783,650",54,"314,218,837","1,831,905",155,"4,004","72,618","55,444,647",22,"6,476",297,11,"86,670",11,"142,174",205,,"313,366",,0
ýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýý,ýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýý,YOUNGOHM,1/25/2023,FR10S2319442,"3,498",23.1,"17,745,591","2,837","283,039",47,"172,379,457","1,396,751","583,900","62,524,027","749,416,523",,6,32,,,,,,,,"62,461",,1
Case,Ghost,Diljit Dosanjh,9/29/2023,TCAHK2379738,"3,479",23.1,"48,353,674","7,078","4,725,307",,"97,635,698","720,820",,"357,879","5,805,614","30,508,935",8,369,,,,7,"66,498",64,,"69,548",,0
Apa Fer Milaange,Apa Fer Milaange,Savi Kahlon,12/15/2023,INC622212231,"3,491",23.1,"29,171,226","1,511","3,365,447",,"84,972,873","1,156,897",,,,"182,268,973",1,,,,,8,,,,,,0
Socadona (feat. Mr. Vegas),Socadona (feat. Mr. Vegas),LUDMILLA,11/18/2021,BRWMB2100422,"3,493",23.1,"74,338,196","12,229","3,938,315",45,"85,204,123","792,210","2,417,878","167,650,207","2,134,165,382","428,427,646",18,"2,717",2,33,"156,530",9,183,,,"203,455",,0
As It Was,As It Was - Single,Hundreds,3/24/2023,DETO32300012,"3,483",23.1,"479,006",111,"76,454",30,"236,027,939","2,149,041",,,,"7,225,289",1,161,,1,"2,451",,,,,,,0
Humpty Dumpty,60 Nursery Rhyme Songs,Nursery Rhymes,2/18/2014,TCABX1403338,"3,524",23,,342,"115,537",1,"2,049,579,300","2,525,179",,,,"162,444,563",,,,,,,,,,,,0
Sial,fï¿½ï¿½,Mahalini,1/23/2023,FR10S2380774,"3,525",23,"324,327,622","13,022","4,228,094",75,"97,061,421","500,989","449,308","131,329,737","1,614,389,086","45,212,529",8,"5,387",,,,,,,,"97,349",,0
Pelele,Pelele,Morad,12/24/2021,QMFMF2131945,"3,508",23,"153,262,121","62,043","3,300,200",64,"105,229,861","923,515","360,974","61,225,741","777,095,126","95,438",11,"4,605",18,2,"26,431",5,"6,486",,,"631,030",,0
"Ishq Jaisa Kuch (From ""Fighter"")","Ishq Jaisa Kuch (From ""Fighter"")",Vishal-Shekhar,12/22/2023,INS182303704,"3,519",23,"26,192,177","1,252","1,466,065",,"83,675,431","568,393",,,,"331,489,524",6,799,,,,13,,,,"53,388",,0
CAROLINA,MAï¿½ï¿½ANA SERï¿½ï¿,KAROL G,2/24/2023,USUM72222553,"3,517",23,"89,487,508","7,595","3,622,886",66,"64,767,621","301,091","896,706","29,472,860","466,245,707","1,327,214",5,310,,1,"238,980",8,"6,070,386","1,591",,"186,834",,0
Krippy Kush,Krippy Kush,Farruko,8/4/2017,USSD11700349,"3,500",23,"261,207,310","29,638","8,623,457",56,"1,008,664,592","6,613,034","236,451","36,410,655","251,282,695","158,479,261",31,"2,716",16,21,"221,739",22,"71,133,130","53,108",,"1,577,890",,1
Do It,VULTURES 1,Kanye West,2/9/2024,QZ7XS2400007,"3,503",23,"58,509,914","11,523","11,610,664",,"971,307","26,740",,"7,537,500","62,692,000",,3,"2,925",,,,,,,,"92,765",,1
Mtg Quero Te Encontrar,Mtg Quero Te Encontrar,DJ LG PROD,2/23/2024,USLZJ2475867,"3,518",23,"95,980,260","6,191","39,878,495",79,"16,013,821","177,114",,,,"1,136,738",7,,,29,"15,563,020",18,,,,"24,463",,0
Umbrella (with 21 Savage & Young Nudy),HEROES & VILLAINS,Metro Boomin,12/2/2022,USUG12208786,"3,521",23,"134,971,918","58,239","5,643,840",64,"8,374,578","77,621","5,871","5,401,097","34,056,492",,5,248,10,,,5,"2,207,651",597,,,,1
Cuaderno,Climaxxx,Dalex,5/10/2019,QM9WM1900130,"3,511",23,"415,170,963","57,071","15,542,644",63,"618,739,499","3,018,799","106,464","10,874,942","72,178,937","27,037,557",54,"2,681",,6,"35,291",4,"8,770,761","3,632",,"882,993",,1
Leja Re,Leja Re,Dhvani Bhanushali,11/24/2018,INS181802759,"3,504",23,"64,612,903","7,444","1,576,312",55,"1,035,234,284","6,201,188",,"1,418","8,550","95,977,596",7,225,,,,2,,,,"136,790",,0
Pï¿½ï¿½i,Pï¿½ï¿½i naa - Si,Babasha,6/1/2024,ROGRA2400380,"3,522",23,"881,858",75,"194,541",53,"7,429,733","106,911",,,,,1,,,1,"128,640",,,,,"11,206",,0
Paro - Speed Up,Paro (Speed Up),Nej,5/20/2021,FRX282231651,"3,512",23,"92,866,817","20,834","6,538,674",53,"510,081","8,586","3,196,641","483,475,908","6,637,149,421",,3,3,,,,,,,,"1,728,511",,1
"Burn, Burn, Burn","Burn, Burn, Burn",Zach Bryan,9/8/2022,USWB12205041,"3,501",23,"261,905,370","42,715","5,866,774",75,"23,316,855","136,558","12,980","2,406,657","16,825,671","19,844",14,45,,2,"9,767",16,"20,283,919","8,607","4,272,052","345,080",,0
Girl,Easy Money Baby,Myke Towers,1/24/2020,QM4TW2040254,"3,523",23,"358,885,100","66,574","10,919,097",70,"386,760,006","2,110,339","256,873","40,681,006","384,081,312","20,323,581",35,"8,648",,4,"47,015",8,"12,496,355","6,427",,"921,816",,1
Saving Up,Saving Up,Dom Dolla,10/6/2023,USQX92305379,"3,516",23,"68,053,989","21,585","55,905,413",,"1,482,245","22,209","7,007","3,086,204","48,264,636","1,223",34,273,145,30,"606,241",22,"375,025",411,"1,458,301","337,132",,0
The Way Life Goes (feat. Oh Wonder),Luv Is Rage 2,Lil Uzi Vert,8/25/2017,USAT21703429,"3,505",23,"973,400,151","172,881","24,951,320",74,"320,288,878","2,792,426","101,201","14,078,490","83,669,477","26,594,177",2,487,17,,,1,,,,,,1
Headshot (feat. Polo G & Fivio Foreign),Headshot,Lil Tjay,3/19/2021,USSM12101091,"3,502",23,"331,506,695","116,321","15,413,876",65,"22,151,531","381,423","24,736","13,454,627","89,324,319","3,032,466",38,"4,038",,7,"224,129",3,"9,501,580","5,239",,"363,790",,1
"Gali Gali (From ""Kgf Chapter 1"")","Gali Gali (From ""Kgf Chapter 1"")",Neha Kakkar,12/13/2018,INS181802942,"3,515",23,"74,027,513","5,648","3,808,001",59,"1,014,261,335","4,638,798",,,,"105,077,396",1,"1,310",,,,2,,,,"168,398",,0
LLYLM,LLYLM,ROSALï¿½,1/27/2023,USSM12300114,"3,513",23,"163,400,564","25,380","8,516,973",60,"37,506,561","368,510","14,073","8,297,832","107,127,704","58,633,125",75,"70,787",9,36,"410,250",33,"773,952",,,"1,343,247",,0
Levels,Levels (feat. Sunny Malton),Sidhu Moose Wala,5/25/2022,INU252204222,"3,510",23,"146,988,095","16,234","2,550,626",59,"262,992,730","4,331,524","274,492","4,894,124","69,189,680","826,816",8,259,,,,3,"99,964",,,"366,308",,1
"Hey Mama (feat. Nicki Minaj, Bebe Rexha & Afrojack) - Boaz van de Beatz remix","Hey Mama (feat. Nicki Minaj, Bebe Rexha & Afrojack) [Boaz van de Beatz remix]",Boaz van de Beatz,6/5/2015,GB28K1500038,"3,506",23,"24,407,534","2,389","473,657",29,"1,753,379,058","9,702,237",,,,"297,504,743",,,,,,,,,,,,0
If You're Happy and You Know It (Clap Your Hands),Circle Time Singalong,CoComelon,6/10/2022,UKP3G2004606,"3,514",23,"433,037",120,"15,324",20,"386,932,138","889,910",,,,"34,561",4,1,,,,,"418,696",737,,,,0
La player (Bandolera),La Player (Bandolera),Zion & Lennox,2/23/2018,USWL11700273,"3,520",23,"603,009,543","60,339","19,082,403",65,"752,863,338","1,897,331","25,591","2,655,600","33,166,882","107,154,352",33,"13,214",19,32,"555,813",42,"45,328,272","9,771","386,024","1,628,610",,0
ART,TYLA,Tyla,3/1/2024,USSM12308662,"3,507",23,"46,863,836","3,984","25,998,283",,"17,633,827","366,176",,"164,042","2,574,072","135,441,443",45,"5,608",16,32,"505,601",69,"2,186,273",832,,"221,323",,0
Let's Love,Let's Love,Sia,9/11/2020,UKWLH2000001,"3,509",23,"222,571,023","44,252","11,141,387",57,"68,547,283","647,482","851,690","20,613,081","221,346,418","13,295,182",102,"229,947",,73,"896,662",22,"1,541,516",605,,"5,019,153",,0
DASH,Fe3O4: BREAK,NMIXX,1/15/2024,US5TA2300179,"3,530",22.9,"40,620,097","2,870","8,114,713",11,"59,080,794","673,001",,"211,047","1,553,400","564,484,545",7,940,18,6,"193,205",15,"82,843",88,,"47,823",,0
On My Mind,On My Mind,Diplo,12/13/2019,USZ4V1900134,"3,526",22.9,"287,897,439","146,593","20,526,230",60,"68,649,223","853,541","175,051","126,561,681","855,075,576","11,842,376",74,"27,171",113,42,"165,991",21,"7,837,045","6,109",,"1,261,710",,0
Vampiro,Vampiro,Matuï¿,3/29/2022,BXW922100034,"3,527",22.9,"250,112,783","37,790","7,871,652",67,"207,570,990","2,206,717","77,011","12,026,795","81,406,851","27,177,813",18,250,,29,"251,363",5,,,,"124,505",,0
Another Late Night (feat. Lil Yachty),For All The Dogs,Drake,10/6/2023,USUG12306086,"3,535",22.9,"61,355,849","24,182","4,216,247",,"11,131,343","254,050","5,211","1,366,663","16,120,565","191,669,953",2,276,31,,,,"636,999",476,,"141,072",,1
Fire - Official UEFA EURO 2024 Song,Fire (Official UEFA EURO 2024 Song),MEDUZA,5/10/2024,GBUM72402016,"3,542",22.9,"10,114,922","1,567","19,516,267",74,,,,,,,38,"7,781",,39,"1,549,640",93,"317,663",14,"33,779","97,199",,0
Delincuente,Delincuente,Tokischa,8/19/2022,RDRAY2200003,"3,541",22.9,"190,095,480","35,863","12,100,534",68,"83,772,680","753,857","358,618","88,295,849","801,557,207","65,010",17,256,,4,"69,817",,"2,203,900","2,615",,"1,258,357",,1
Never Lose Me (feat. SZA & Cardi B),"Fine Ho, Stay",Flo Milli,3/15/2024,USRC12400579,"3,531",22.9,"30,301,728","2,993","12,990,773",,,,,,,,34,"13,668",,19,"446,756",57,"5,212,163","1,607","707,782","165,367",,1
Kernkraft 400 (A Better Day),Kernkraft 400 (A Better Day),Topic,6/17/2022,DECE72201091,"3,543",22.9,"171,920,896","41,774","34,142,715",65,"14,115,131","142,485","5,176","2,927,375","51,987,916","1,823,310",39,"124,290",,43,"1,531,127",20,"763,822",224,,"1,861,356",,0
SORRY NOT SORRY,CALL ME IF YOU GET LOST: The Estate Sale,"Tyler, The Creator",3/31/2023,USQX92301939,"3,536",22.9,"98,301,770","40,539","4,631,003",63,"30,136,123","792,334","4,786","2,486,105","19,817,648","795,416",4,276,,5,"47,877",,"496,043","1,072",,"120,860",,1
Bad (feat. Vassy) - Radio Edit,The Edge (Mixed By G-Wizard & DJ Nino Brown),Showtek,1/1/2014,GB28K1400007,"3,538",22.9,"602,359,731","109,606","23,041,032",62,"1,099,999,155","5,250,942","22,696","7,842,088","95,570,279","273,766,835",38,"9,467",,35,"265,633",7,"61,653,955","7,967","7,573,210","8,703,879",,0
CYBERTRUCK,nadie sabe lo que va a pasar maï¿½ï¿,Bad Bunny,10/13/2023,QMFME2364186,"3,540",22.9,"99,022,909","18,212","7,936,625",,"14,594,444","227,707",,,,,8,378,,,,4,"2,375,239",611,"1,196,116","240,886",,1
"Sher Khul Gaye (From ""Fighter"")","Sher Khul Gaye (From ""Fighter"")",Vishal-Shekhar,12/15/2023,INS182303636,"3,528",22.9,"22,277,518","1,494","2,272,746",,"86,835,991","726,713",,,,"1,418,486,214",9,572,,,,11,,,,"53,230",,0
Fever,Future Nostalgia,Dua Lipa,3/27/2020,GBAHT2000834,"3,532",22.9,"381,166,294","50,838","9,475,236",57,"168,485,708","1,688,852","1,500,542","51,527,633","728,998,950","67,708,098",102,"80,249",,72,"1,529,225",17,"24,075,812","4,290",,"2,185,831",,0
"Tiago PZK: Bzrp Music Sessions, Vol. 48","Tiago PZK: Bzrp Music Sessions, Vol. 48",Bizarrap,12/29/2021,UYB282101025,"3,539",22.9,"454,467,751","75,230","11,893,074",67,"35,155,712","250,394",2,"2,248","13,072",,18,"21,338",,8,"55,493",9,"16,653",94,,"826,070",,0
Hands up!,Hands up!,6arelyhuman,12/10/2022,QZTB32254226,"3,533",22.9,"144,555,119","30,542","5,116,146",5,"26,566,933","480,339","160,061","60,350,179","381,921,701",,,,,,,,"570,698","2,783","6,690,026","544,824",,1
Buenas,Buenas,Quevedo,9/22/2023,BK4DA2318657,"3,529",22.9,"108,163,942","22,023","7,264,376",,"17,211,451","202,291","12,100","1,978,266","23,664,790","1,117,763",9,"5,991",,8,"327,123",7,"67,514",23,,"130,949",,0
STUPID IN LOVE (feat. HUH YUNJIN of LE SSERAFIM),STUPID IN LOVE (feat. HUH YUNJIN of LE SSERAFIM) - Single,MAX,2/9/2024,USWB12400075,"3,537",22.9,"72,492,332","5,624","10,655,675",,"19,013,959","630,558",,,,"1,025,963,249",20,"1,971",22,9,"73,615",14,"6,020,190","1,002",,"193,722",,0
Let Her Go,All The Little Lights,Passenger,1/1/2012,GBMQN1100004,"3,534",22.9,"2,252,713,547","205,647","46,729,104",73,"423,531,195","4,118,839","244,760","66,168,928","641,996,440","78,846,239",192,"1,578",288,103,"865,488",13,,,,"33,584,600",,0
Put Your Records On,Put Your Records On,Ritt Momney,4/24/2020,USQX92004148,"3,561",22.8,"600,521,313","79,793","18,207,064",65,"50,025,071","705,508","11,463","10,517,561","79,947,183","1,703,122",95,"169,082",400,35,"199,939",15,"74,483,821","22,547",,"2,448,945",,0
So Am I,So Am I,Ava Max,3/7/2019,USAT21900569,"3,558",22.8,"570,045,987","57,702","10,099,210",66,"368,297,733","4,429,234","233,355","26,434,189","218,968,895","327,698,772",36,"103,692",23,18,"46,637",18,"37,671,421","37,562",,"4,651,739",,0
Slide,Slide,Calvin Harris,2/24/2017,GBARL1700262,"3,555",22.8,"1,044,358,962","165,916","41,514,442",69,"37,191,231","380,168","65,020","31,332,915","323,428,098","402,464",255,"31,180",90,83,"635,921",30,"144,832,941","101,066",,"8,401,595",,1
Feel Good Inc.,Demon Days,Gorillaz,5/23/2005,GBAYE0500172,"3,548",22.8,"1,407,382,497","357,484","72,604,627",78,"1,211,241,854","10,819,604","337,277","152,628,012","1,396,761,942","519,221,456",18,"126,129",172,131,"1,995,709",90,,,,,,0
Me And My Broken Heart,Power Hits 2014,Rixton,1/1/2014,USUM71401800,"3,563",22.8,"733,931,275","115,255","27,152,345",71,"535,024,991","4,702,620","293,382","6,037,735","47,138,593","376,872,478",27,"20,296",138,22,"58,749",4,"499,999,791","176,815",,"6,889,166",,0
"Baguettes in the Face (feat. NAV, Playboi Carti & A Boogie Wit da Hoodie)",Perfect Ten,Mustard,6/28/2019,USUM71911804,"3,566",22.8,"332,224,927","90,422","12,036,582",58,"33,056,892","353,473","51,790","29,352,131","210,052,450","688,339",20,35,,17,"7,734",1,"6,474,132","9,732","44,277,759","722,682",,1
Bachpan Ka Pyaar,Bachpan Ka Pyaar,Badshah,8/11/2021,INUM72100052,"3,565",22.8,"25,893,883","3,377","711,026",46,"535,109,576","7,807,029",,,,"159,702,368",2,664,,1,509,7,759,,,"88,942",,0
